14	14	14	48764	0.71	1000	968	7206
16	16	16	71860	0.69	1000	130	2087
16	16	16	71860	0.691	1000	179	2313
16	16	16	71860	0.692	1000	183	2678
16	16	16	71860	0.693	1000	246	2633
16	16	16	71860	0.694	1000	298	2962
16	16	16	71860	0.695	1000	322	3098
16	16	16	71860	0.696	1000	404	3385
16	16	16	71860	0.697	1000	450	3616
16	16	16	71860	0.698	1000	517	4040
16	16	16	71860	0.699	1000	588	4200
16	16	16	71860	0.7	1000	671	4725
16	16	16	71860	0.701	1000	709	5247
16	16	16	71860	0.702	1000	768	5807
16	16	16	71860	0.703	1000	817	6214
16	16	16	71860	0.704	1000	862	6549
16	16	16	71860	0.705	1000	894	7428
16	16	16	71860	0.706	1000	927	8100
16	16	16	71860	0.707	1000	942	9087
16	16	16	71860	0.708	1000	971	9926
16	16	16	71860	0.709	1000	981	10652
16	16	16	71860	0.71	1000	983	11727
